hotel_id,name,amenities,stars,country,city,price,review_score,continent
5647918,Las Islas Condo #1,"['air conditioning', 'breakfast available', 'breakfast included', 'business centre with internet access', 'conference facilities', 'dry cleaning', 'family rooms', 'fitness centre with gym / workout room', 'free high speed internet (wifi)', 'free parking', 'heated pool', 'indoor pool', 'laundry service', 'meeting rooms', 'microwave', 'multilingual staff', 'non-smoking hotel', 'non-smoking rooms', 'pets allowed ( dog / pet friendly )', 'pool', 'suites', 'wheelchair access']",5,Aruba,Malmok,111.21,9.189,North America
1486541,Souvannasin Hotel,"[""Free parking"",""Free Wifi"",""Free parking"",""Free Wifi""]",2,Laos,Pakse,162.06,7.909,Asia
1675480,Island View Cottages Aore Island,"[""Free parking"",""Free Wifi"",""Free parking"",""Free Wifi""]",3,Vanuatu,Aore Island,101.05,8.274,Oceania
5271570,Apartamento Rocha Praia Mar,"['air conditioning', 'banquet room', 'bar/lounge', 'business centre with internet access', 'concierge', 'conference facilities', 'dry cleaning', 'family rooms', 'fitness centre with gym / workout room', 'free high speed internet (wifi)', 'golf course', 'laundry service', 'meeting rooms', 'multilingual staff', 'non-smoking hotel', 'non-smoking rooms', 'pets allowed ( dog / pet friendly )', 'refrigerator in room', 'restaurant', 'room service', 'suites', 'wheelchair access']",5,Portugal,Praia da Rocha,101.67,7.733,Europe
1244643,Hyatt Place Manati,"['air conditioning', 'banquet room', 'bar/lounge', 'breakfast available', 'breakfast included', 'business centre with internet access', 'conference facilities', 'dry cleaning', 'fitness centre with gym / workout room', 'free high speed internet (wifi)', 'free parking', 'hot tub', 'indoor pool', 'laundry service', 'meeting rooms', 'microwave', 'multilingual staff', 'non-smoking hotel', 'non-smoking rooms', 'pets allowed ( dog / pet friendly )', 'pool', 'public wifi', 'refrigerator in room', 'restaurant', 'room service', 'self-serve laundry', 'suites', 'wheelchair access']",3,Puerto Rico,Puerto Rico,119.67,9.234,North America
5554191,Holiday Home Fucecchio 75 With Outdoor Swimmingpool,"[""Non-smoking rooms"",""Free Wifi"",""Free parking"",""Non-smoking rooms"",""Free Wifi"",""Free parking""]",4,Italy,Galleno,125.08,8.196,Europe
1177263,Al Hyatt Jeddah Continental Hotel,"['air conditioning', 'bar/lounge', 'family rooms', 'free high speed internet (wifi)', 'free parking', 'heated pool', 'hot tub', 'indoor pool', 'kitchenette', 'laundry service', 'meeting rooms', 'microwave', 'non-smoking hotel', 'non-smoking rooms', 'pets allowed ( dog / pet friendly )', 'pool', 'public wifi', 'refrigerator in room', 'restaurant', 'room service', 'suites', 'wheelchair access']",5,Saudi Arabia,Jeddah,116.76,7.935,Asia
5164691,Monte Carlo 10 Pessoas Gramado,"[""Free parking"",""Free Wifi"",""Family rooms"",""Wonderful Breakfast"",""Free parking"",""Free Wifi"",""Family rooms"",""Wonderful Breakfast""]",3,Brazil,Gramado,103.16,8.347,South America
5444051,Grzechowisko,"['air conditioning', 'family rooms', 'free high speed internet (wifi)', 'free parking', 'golf course', 'kitchenette', 'microwave', 'non-smoking hotel', 'non-smoking rooms', 'pets allowed ( dog / pet friendly )', 'public wifi', 'refrigerator in room']",5,Poland,Wetlina,133.45,9.03,Europe
1501553,Quest Apartments,"[""Free Wifi"",""Non-smoking rooms"",""Elevator"",""Free Wifi"",""Non-smoking rooms"",""Elevator""]",4,Vanuatu,Port Vila,152.7,9.029,Oceania
5343233,Villa Somone Pied Dans L'eau,"[""Free parking"",""Restaurant"",""Free Wifi"",""Non-smoking rooms"",""Bar"",""Free parking"",""Restaurant"",""Free Wifi"",""Non-smoking rooms"",""Bar""]",3,Senegal,La Somone,93.08,8.079,Africa
1438131,Karvansaray Hotel,"['air conditioning', 'free high speed internet (wifi)', 'microwave', 'minibar', 'non-smoking hotel', 'non-smoking rooms', 'refrigerator in room']",4,Azerbaijan,Gence,152.9,8.471,Asia
5222481,Penzion Major,"[""Free Wifi"",""Beachfront"",""Non-smoking rooms"",""Free Wifi"",""Beachfront"",""Non-smoking rooms""]",4,Czech Republic,Rokytnice nad Jizerou,142.68,9.3,Europe
1899966,The Level at Melia Punta Cana Beach Adults Only All Inclusive,"[""Free Wifi"",""Family rooms"",""Non-smoking rooms"",""Free Wifi"",""Family rooms"",""Non-smoking rooms""]",5,Dominican Republic,Bavaro,128.59,8.031,North America
1450268,Bliss Beach Lodge,"[""3 swimming pools"",""Airport shuttle"",""Spa"",""2 restaurants"",""Facilities for disabled guests"",""Free parking"",""Free Wifi"",""Beachfront"",""Bar"",""Private beach area"",""3 swimming pools"",""Airport shuttle"",""Spa"",""2 restaurants"",""Facilities for disabled guests"",""Free parking"",""Free Wifi"",""Beachfront"",""Bar"",""Private beach area""]",3,Tanzania,Zanzibar City,133.34,9.129,Africa
1411767,Di Danieri Hotel,"['air conditioning', 'banquet room', 'bar/lounge', 'breakfast available', 'conference facilities', 'free high speed internet (wifi)', 'free parking', 'hot tub', 'laundry service', 'meeting rooms', 'multilingual staff', 'non-smoking hotel', 'non-smoking rooms', 'restaurant', 'room service', 'suites', 'wheelchair access']",2,Paraguay,Asuncion,165.92,8.42,South America
1883336,Sanachai Guest House,"[""Free parking"",""Free Wifi"",""Free parking"",""Free Wifi""]",2,Laos,Vang Vieng,104.47,8.432,Asia
5617079,Studio Curacao Anse Des Rochers,"[""Free parking"",""Free Wifi"",""Beachfront"",""Family rooms"",""Restaurant"",""Non-smoking rooms"",""Room service"",""Bar"",""Private beach area"",""Excellent Breakfast"",""Free parking"",""Free Wifi"",""Beachfront"",""Family rooms"",""Restaurant"",""Non-smoking rooms"",""Room service"",""Bar"",""Private beach area"",""Excellent Breakfast""]",5,Guadeloupe,St. Francois,117.4,8.165,North America
1826733,Shwe Thit Pin,"[""Parking"",""Free Wifi"",""Non-smoking rooms"",""Restaurant"",""Facilities for disabled guests"",""Elevator"",""Heating"",""Parking"",""Free Wifi"",""Non-smoking rooms"",""Restaurant"",""Facilities for disabled guests"",""Elevator"",""Heating""]",3,Myanmar,Mandalay,142.27,8.986,Asia
5435717,Caribbean Dream Vacation Property,"[""Free parking"",""Free Wifi"",""Non-smoking rooms"",""Free parking"",""Free Wifi"",""Non-smoking rooms""]",3,St Lucia,Gros Islet,102.93,8.368,North America
5211070,Apartaments Ashome,"['air conditioning', 'free high speed internet (wifi)', 'free parking', 'refrigerator in room']",5,Andorra,Canillo,106.92,9.243,Europe
1429571,Arugambay Seaside Villa,"[""Free Wifi"",""Non-smoking rooms"",""Free Wifi"",""Non-smoking rooms""]",2,Sri Lanka,Arugam,97.75,5.78,Asia
1484545,Aquana Beach Resort,"[""Beachfront"",""Family rooms"",""Bar"",""Breakfast"",""Beachfront"",""Family rooms"",""Bar"",""Breakfast""]",3,Vanuatu,Port Vila,131.03,9.436,Oceania
1232885,Hotel Camino Real,"[""Non-smoking rooms"",""Free parking"",""Non-smoking rooms"",""Free parking""]",4,Bolivia,Santa Cruz,162.06,8.493,South America
1789269,Bridgeville Guest House,"[""Free Wifi"",""Non-smoking rooms"",""Elevator"",""Heating"",""Free Wifi"",""Non-smoking rooms"",""Elevator"",""Heating""]",5,Botswana,Botswana,99.65,9.266,Africa
1398888,Hotel La Aldea,"[""Free Wifi"",""Non-smoking rooms"",""Free Wifi"",""Non-smoking rooms""]",3,Chile,San Pedro de Atacama,176.06,8.338,South America
1045339,La Maison des Epices,"[""Parking"",""Free Wifi"",""Parking"",""Free Wifi""]",3,Morocco,El Jadida,104.47,9.269,Africa
1357871,Bella Vista Hamilton,"[""Free parking"",""Non-smoking rooms"",""Free parking"",""Non-smoking rooms""]",4,New Zealand,Waikato,104.47,9.548,Oceania
5674717,Coral Hill,"[""Indoor swimming pool"",""Non-smoking rooms"",""Free Wifi"",""Free parking"",""Fitness center"",""Facilities for disabled guests"",""Room service"",""Breakfast"",""Indoor swimming pool"",""Non-smoking rooms"",""Free Wifi"",""Free parking"",""Fitness center"",""Facilities for disabled guests"",""Room service"",""Breakfast""]",5,Jamaica,Montego Bay,152.74,8.464,North America
1688469,Nara Guest House,"[""Free parking"",""Free Wifi"",""Heating"",""Free parking"",""Free Wifi"",""Heating""]",3,Cambodia,Siem Reap,152.7,9.526,Asia
1692659,Pacific Islander Inn,"[""Free parking"",""Breakfast"",""Free parking"",""Breakfast""]",2,Northern Mariana Isl,Garapan,104.47,9.551,Oceania
5352728,Apartment In Drammen,"[""Free parking"",""Free Wifi"",""Free parking"",""Free Wifi""]",2,Norway,Drammen,104.47,9.353,Europe
1675321,Relais Le Kuberka,"[""Parking on site"",""Free Wifi"",""Elevator"",""Heating"",""Parking on site"",""Free Wifi"",""Elevator"",""Heating""]",2,New Caledonia,Ile des Pins,126.41,9.245,Oceania
1619883,Kongkkagji Hotel,"[""Free parking"",""Free Wifi"",""Non-smoking rooms"",""Wonderful Breakfast"",""Free parking"",""Free Wifi"",""Non-smoking rooms"",""Wonderful Breakfast""]",2,South Korea,Seoul,181.46,8.531,Asia
1519886,B&B Belrose Luxury,"[""Free Wifi"",""Fitness center"",""Elevator"",""Heating"",""Free Wifi"",""Fitness center"",""Elevator"",""Heating""]",4,Belgium,Geel,113.68,9.221,Europe
1756033,Vang Vieng Central Park Hotel,"[""Free Wifi"",""Airport shuttle"",""Non-smoking rooms"",""Breakfast"",""Free Wifi"",""Airport shuttle"",""Non-smoking rooms"",""Breakfast""]",3,Laos,Vang Vieng,119.16,8.148,Asia
1918520,Cabanas Boutique Macedonia,"['air conditioning', 'breakfast included', 'business centre with internet access', 'conference facilities', 'dry cleaning', 'family rooms', 'fitness centre with gym / workout room', 'free high speed internet (wifi)', 'free parking', 'heated pool', 'hot tub', 'indoor pool', 'kitchenette', 'laundry service', 'meeting rooms', 'microwave', 'multilingual staff', 'non-smoking hotel', 'non-smoking rooms', 'pets allowed ( dog / pet friendly )', 'pool', 'self-serve laundry', 'wheelchair access']",5,Argentina,Salta,105,9.196,South America
1411965,Hotel Kacinari,"[""Free Wifi"",""Free parking"",""Free Wifi"",""Free parking""]",4,Serbia,Prizren,176.06,8.338,Europe
5221053,Pandora Inn @jordan,"[""Free parking"",""Free Wifi"",""Skiing"",""Free parking"",""Free Wifi"",""Skiing""]",2,Hong Kong,Kowloon - Hongkong,109,9.599,Asia
1005816,Jasmine Villas,"[""Free parking"",""Free Wifi"",""Family rooms"",""Non-smoking rooms"",""Free parking"",""Free Wifi"",""Family rooms"",""Non-smoking rooms""]",4,Greece,Troulos,152.74,9.38,Europe
1643790,A Casa Granat,"['air conditioning', 'breakfast included', 'dry cleaning', 'electric vehicle charging station', 'family rooms', 'fitness centre with gym / workout room', 'free high speed internet (wifi)', 'free parking', 'hot tub', 'kitchenette', 'microwave', 'non-smoking hotel', 'non-smoking rooms', 'pets allowed ( dog / pet friendly )', 'wheelchair access']",4,Austria,Solden,135.96,7.649,Europe
1504574,Pierre & Vacances Residence Premium Les Tamarins,"[""Free Wifi"",""Family rooms"",""Non-smoking rooms"",""24-hour front desk"",""Terrace"",""Free Wifi"",""Family rooms"",""Non-smoking rooms"",""24-hour front desk"",""Terrace""]",3,Guadeloupe,Sainte Anne de Guadeloupe,125.84,8.402,North America
1895867,Gloreto Guest House,"['air conditioning', 'banquet room', 'bar/lounge', 'business centre with internet access', 'conference facilities', 'dry cleaning', 'family rooms', 'fitness centre with gym / workout room', 'free high speed internet (wifi)', 'free parking', 'heated pool', 'indoor pool', 'laundry service', 'meeting rooms', 'microwave', 'multilingual staff', 'non-smoking hotel', 'non-smoking rooms', 'pool', 'public wifi', 'refrigerator in room', 'restaurant', 'suites', 'wheelchair access']",2,Philippines,Butuan,112.18,9.24,Asia
1180796,The Ritz Carlton St. Thomas,"[""Free parking"",""Non-smoking rooms"",""Free Wifi"",""Free parking"",""Non-smoking rooms"",""Free Wifi""]",5,Virgin Islands (USA),St. Thomas,87.9,7.917,North America
1023388,Saletoga Sands Resort & Spa,"['accessible rooms', 'air conditioning', 'breakfast included', 'fitness centre with gym / workout room', 'free internet', 'free parking', 'hot tub', 'indoor pool', 'meeting rooms', 'non-smoking hotel', 'non-smoking rooms', 'outdoor pool', 'pool', 'restaurant', 'spa', 'wheelchair access']",4,Samoa,Upolu,123.23,7.8,Oceania
1533768,Pinar Del Lago Hotel,"['accessible rooms', 'air conditioning', 'banquet room', 'bar/lounge', 'business centre with internet access', 'concierge', 'conference facilities', 'family rooms', 'fitness centre with gym / workout room', 'free high speed internet (wifi)', 'free parking', 'heated pool', 'hot tub', 'kitchenette', 'laundry service', 'meeting rooms', 'microwave', 'multilingual staff', 'non-smoking hotel', 'non-smoking rooms', 'outdoor pool', 'pets allowed ( dog / pet friendly )', 'pool', 'public wifi', 'refrigerator in room', 'restaurant', 'self-serve laundry', 'spa', 'suites', 'wheelchair access']",3,Argentina,Villa Carlos Paz,124.1,8.298,South America
1765631,Hotel Piazza Centro,"['banquet room', 'breakfast available', 'breakfast included', 'business centre with internet access', 'conference facilities', 'dry cleaning', 'family rooms', 'free high speed internet (wifi)', 'free parking', 'heated pool', 'hot tub', 'indoor pool', 'kitchenette', 'laundry service', 'meeting rooms', 'multilingual staff', 'non-smoking hotel', 'non-smoking rooms', 'outdoor pool', 'pool', 'self-serve laundry', 'suites', 'wheelchair access']",3,Paraguay,Ciudad del Este,137.88,8.149,South America
1223924,Hotel Villa Angelina,"[""Free parking"",""Free Wifi"",""Free parking"",""Free Wifi""]",3,Italy,Bibione,122.34,8.565,Europe
1248356,Nikao Beach Bungalows,"[""Free parking"",""Breakfast"",""Free parking"",""Breakfast""]",3,Cook Islands,Rarotonga,98.22,9.594,Oceania
1317602,The Claremont,"[""Free Wifi"",""Family rooms"",""Non-smoking rooms"",""Free Wifi"",""Family rooms"",""Non-smoking rooms""]",5,United Kingdom,Hove,142.68,9.329,Europe
1100131,Scandic Odense,"[""Free Wifi"",""Non-smoking rooms"",""Family rooms"",""Free Wifi"",""Non-smoking rooms"",""Family rooms""]",4,Denmark,Odense,152.89,9.351,Europe
1129953,Tabor Land Guest House,"[""Free parking"",""Free Wifi"",""Family rooms"",""Non-smoking rooms"",""Terrace"",""Free parking"",""Free Wifi"",""Family rooms"",""Non-smoking rooms"",""Terrace""]",5,Israel,Nazareth,99.11,9.556,Asia
1561540,Lydia Hotel,"[""Outdoor swimming pool"",""Free parking"",""Non-smoking rooms"",""Free Wifi"",""Outdoor swimming pool"",""Free parking"",""Non-smoking rooms"",""Free Wifi""]",4,Estonia,Tartu,167.12,8.227,Europe
1848703,Ka Meng Villa,"[""Free parking"",""Free Wifi"",""Non-smoking rooms"",""Terrace"",""Elevator"",""Free parking"",""Free Wifi"",""Non-smoking rooms"",""Terrace"",""Elevator""]",3,Macau,Macau,142.53,8.974,Asia
1716576,Drive Hotel,"['air conditioning', 'breakfast available', 'breakfast included', 'business centre with internet access', 'dry cleaning', 'family rooms', 'fitness centre with gym / workout room', 'free high speed internet (wifi)', 'free parking', 'indoor pool', 'laundry service', 'meeting rooms', 'microwave', 'non-smoking hotel', 'non-smoking rooms', 'pets allowed ( dog / pet friendly )', 'pool', 'refrigerator in room', 'suites', 'wheelchair access']",5,Belarus,Hrodna,150.03,7.915,Europe
5541673,Paraguay Alquileres Temporarios,"['air conditioning', 'breakfast included', 'free high speed internet (wifi)', 'free parking', 'kitchenette', 'laundry service', 'microwave', 'non-smoking hotel', 'non-smoking rooms', 'pets allowed ( dog / pet friendly )', 'refrigerator in room', 'self-serve laundry', 'suites', 'wheelchair access']",5,Paraguay,Asuncion,102.4,8.396,South America
1226708,Mika Hotel,"[""Free parking"",""Free parking""]",3,Mongolia,Ulan Bator,166.59,7.954,Asia
5196766,Val de Ruda 9 by FeelFree Rentals,"[""Outdoor swimming pool"",""Free parking"",""Beachfront"",""Fast free Wifi 452 Mbps)"",""Family rooms"",""Restaurant"",""Non-smoking rooms"",""Private beach area"",""Outdoor swimming pool"",""Free parking"",""Beachfront"",""Fast free Wifi 452 Mbps)"",""Family rooms"",""Restaurant"",""Non-smoking rooms"",""Private beach area""]",4,Spain,Baqueira,117.91,8.402,Europe
5264038,DayDream,"[""Free Wifi"",""Family rooms"",""Free Wifi"",""Family rooms""]",3,Bulgaria,Pomorie,142.96,7.654,Europe
1563333,Michelle Pernera Villas,"[""Parking"",""Free Wifi"",""Family rooms"",""Non-smoking rooms"",""Garden"",""Baggage storage"",""Parking"",""Free Wifi"",""Family rooms"",""Non-smoking rooms"",""Garden"",""Baggage storage""]",4,Cyprus,Protaras,100.58,9.538,Asia
1817570,Hotel de La Mantinera,"[""Free parking"",""Free Wifi"",""Beachfront"",""Family rooms"",""Restaurant"",""Non-smoking rooms"",""Room service"",""Bar"",""Private beach area"",""Excellent Breakfast"",""Free parking"",""Free Wifi"",""Beachfront"",""Family rooms"",""Restaurant"",""Non-smoking rooms"",""Room service"",""Bar"",""Private beach area"",""Excellent Breakfast""]",3,Italy,Praia a Mare,129.56,8.459,Europe
1223272,LOrchidee Boutique Hotel,"[""Outdoor swimming pool"",""Free parking"",""Free Wifi"",""Non-smoking rooms"",""Airport shuttle"",""Outdoor swimming pool"",""Free parking"",""Free Wifi"",""Non-smoking rooms"",""Airport shuttle""]",3,Trinidad & Tobago,Port of Spain,120.22,8.616,North America
5301845,Wakacyjne Domki,"['air conditioning', 'free high speed internet (wifi)']",5,Poland,Pogorzelica,149.61,8.938,Europe
5262757,Villa With in Pointe aux Cannoniers With Private Pool Fur,"[""Outdoor swimming pool"",""Free parking"",""Beachfront"",""Free Wifi"",""Fitness center"",""Restaurant"",""Bar"",""Outdoor swimming pool"",""Free parking"",""Beachfront"",""Free Wifi"",""Fitness center"",""Restaurant"",""Bar""]",3,Mauritius,Grand Bay,131.32,8.254,Africa
1106423,Atlas Hotel Apartments,[],3,Oman,Sohar,119.56,8.54,Asia
1650832,El litoral,"['air conditioning', 'breakfast included', 'business centre with internet access', 'dry cleaning', 'fitness centre with gym / workout room', 'free high speed internet (wifi)', 'laundry service', 'meeting rooms', 'multilingual staff', 'non-smoking hotel', 'non-smoking rooms', 'refrigerator in room']",5,Panama,Panama,133.61,8.339,North America
1290618,Casa de Leela,"[""Non-smoking rooms"",""Basic free Wifi (15 Mbps)"",""Family rooms"",""Non-smoking rooms"",""Basic free Wifi (15 Mbps)"",""Family rooms""]",3,Seychelles,La Digue Island,142.68,9.194,Africa
1174948,Palace Hotel,"[""Free Wifi"",""Free Wifi""]",3,Lebanon,Bsharri,167.63,8.24,Asia
1425781,Seaway Hotel,"[""Parking"",""Free Wifi"",""Non-smoking rooms"",""Parking"",""Free Wifi"",""Non-smoking rooms""]",3,Sri Lanka,Nilaveli,168.1,5.116,Asia
1166494,Bou Savy Guest House,"[""Free Wifi"",""Non-smoking rooms"",""Free Wifi"",""Non-smoking rooms""]",2,Cambodia,Siem Reap,104.47,9.587,Asia
5006753,Hilton Garden Inn Rizhao High-Tech Zone,"[""Free parking"",""Free Wifi"",""Non-smoking rooms"",""Free parking"",""Free Wifi"",""Non-smoking rooms""]",3,China,Rizhao,112.02,8.345,Asia
5790648,Holiday home Sæby III,"[""Free parking"",""Free Wifi"",""Free parking"",""Free Wifi""]",5,Denmark,Saeby,98.22,9.633,Europe
1675960,Hillside Manor,"[""Free parking"",""Non-smoking rooms"",""Free Wifi"",""Family rooms"",""Free parking"",""Non-smoking rooms"",""Free Wifi"",""Family rooms""]",3,Zimbabwe,Bulawayo,152.74,9.371,Africa
5345741,Rhino Rest Camp,"[""Free parking"",""Free Wifi"",""Family rooms"",""Free parking"",""Free Wifi"",""Family rooms""]",2,Swaziland,Lobamba,157.12,9.385,Africa
6084638,River View Villa Weligama,"[""Free parking"",""Free Wifi"",""Non-smoking rooms"",""Heating"",""Free parking"",""Free Wifi"",""Non-smoking rooms"",""Heating""]",5,Sri Lanka,Weligama,94,5.784,Asia
1253852,Best Western Peten Esplendido,"[""Free parking"",""Free Wifi"",""Skiing"",""Non-smoking rooms"",""Free parking"",""Free Wifi"",""Skiing"",""Non-smoking rooms""]",3,Guatemala,Flores,99.62,8.304,North America
5207351,ApartmÁn TisÁ 68,"[""Free Wifi"",""Free parking"",""Family rooms"",""Non-smoking rooms"",""Facilities for disabled guests"",""Terrace"",""Free Wifi"",""Free parking"",""Family rooms"",""Non-smoking rooms"",""Facilities for disabled guests"",""Terrace""]",5,Czech Republic,Tisa,153.69,9.42,Europe
5730065,Beachcove No 6,"[""Non-smoking rooms"",""Free parking"",""Family rooms"",""Bar"",""Breakfast"",""Non-smoking rooms"",""Free parking"",""Family rooms"",""Bar"",""Breakfast""]",5,Mauritius,Grand Bay,152.74,9.081,Africa
1730848,Paide Hostel,"[""Non-smoking rooms"",""Free parking"",""Free Wifi"",""Non-smoking rooms"",""Free parking"",""Free Wifi""]",5,Estonia,Paide,144.41,9.224,Europe
1469837,The Limes,"['air conditioning', 'airport transportation', 'bar/lounge', 'business centre with internet access', 'family rooms', 'free high speed internet (wifi)', 'free parking', 'kitchenette', 'laundry service', 'meeting rooms', 'microwave', 'non-smoking hotel', 'non-smoking rooms', 'pets allowed ( dog / pet friendly )', 'public wifi', 'refrigerator in room', 'restaurant', 'shuttle bus service', 'suites', 'wheelchair access']",3,Antigua,Jolly Harbour,129.73,8.06,North America
1888247,Nord,"['accessible rooms', 'air conditioning', 'breakfast included', 'business centre with internet access', 'fitness centre with gym / workout room', 'free high speed internet (wifi)', 'free parking', 'kitchenette', 'laundry service', 'meeting rooms', 'microwave', 'non-smoking hotel', 'non-smoking rooms', 'pets allowed ( dog / pet friendly )', 'refrigerator in room', 'self-serve laundry', 'suites', 'wheelchair access']",5,Belarus,Hlybokaye,132.71,7.26,Europe
1150908,Ambre A Sun Resort,"[""Free parking"",""Free parking""]",4,Mauritius,Mauritius,127.62,9.43,Africa
1360384,Fazenda São Francisco do Corumbau,"[""Parking"",""Free Wifi"",""Terrace"",""Parking"",""Free Wifi"",""Terrace""]",3,Brazil,Prado,102.93,8.373,South America
5720946,Keur Gaansoti,"[""Free parking"",""Free Wifi"",""Family rooms"",""Non-smoking rooms"",""BBQ facilities"",""Airport shuttle"",""Room service"",""Breakfast"",""Free parking"",""Free Wifi"",""Family rooms"",""Non-smoking rooms"",""BBQ facilities"",""Airport shuttle"",""Room service"",""Breakfast""]",5,Senegal,La Somone,152.13,9.143,Africa
1619741,Holiday Inn Express Malta,"[""Free parking"",""Free Wifi"",""Free parking"",""Free Wifi""]",3,Malta,St. Julian's,91.66,9.58,Europe
1129786,Il Mulino,"[""Non-smoking rooms"",""Terrace"",""Non-smoking rooms"",""Terrace""]",3,Italy,Florence,142.96,7.735,Europe
1461025,Ocean West Boutique Hotel,"['air conditioning', 'family rooms', 'free high speed internet (wifi)', 'free parking', 'hot tub', 'microwave', 'non-smoking hotel', 'non-smoking rooms', 'pets allowed ( dog / pet friendly )', 'public wifi', 'refrigerator in room', 'wheelchair access']",3,Bahamas,Nassau,112.7,8.254,North America
1432839,Hotel Caribe,"[""Free parking"",""Free Wifi"",""Non-smoking rooms"",""Restaurant"",""Facilities for disabled guests"",""Family rooms"",""Bar"",""Good Breakfast"",""Free parking"",""Free Wifi"",""Non-smoking rooms"",""Restaurant"",""Facilities for disabled guests"",""Family rooms"",""Bar"",""Good Breakfast""]",3,Dominican Republic,Barahona,173.26,8.169,North America
5495349,Daisy villa,"[""Free parking"",""Free Wifi"",""Free parking"",""Free Wifi""]",2,Sri Lanka,Negombo,142.99,5.578,Asia
5294873,Holiday Home Sainte Maxime,"[""Free parking"",""Free Wifi"",""Free parking"",""Free Wifi""]",3,France,Saint Maxime,91.28,9.447,Europe
1133815,Royal Park Hotel,"[""Free Wifi"",""Free parking"",""Free Wifi"",""Free parking""]",4,Hong Kong,Hong Kong,180.78,8.519,Asia
1762254,Bakis Continental Hotel,"[""Free Wifi"",""Family rooms"",""Free Wifi"",""Family rooms""]",3,Nigeria,Lagos,120.41,8.617,Africa
5748206,Apartment T&t,"[""Free parking"",""Free Wifi"",""Non-smoking rooms"",""Free parking"",""Free Wifi"",""Non-smoking rooms""]",5,Bosnia Herzegovina,Jahorina,142.68,9.124,Europe
1240264,Best Western Hawar Resort Hotel,"['air conditioning', 'free high speed internet (wifi)', 'non-smoking hotel', 'non-smoking rooms', 'pets allowed ( dog / pet friendly )', 'public wifi', 'refrigerator in room']",4,Bahrain,Hawar,131.78,7.859,Asia
1455208,Neptune Villas,"[""Free Wifi"",""Airport shuttle"",""Parking on site"",""Family rooms"",""Non-smoking rooms"",""24-hour front desk"",""Terrace"",""Elevator"",""Free Wifi"",""Airport shuttle"",""Parking on site"",""Family rooms"",""Non-smoking rooms"",""24-hour front desk"",""Terrace"",""Elevator""]",3,Turks & Caicos Islan,Providenciales,161.77,8.991,North America
1001566,Metropol Hotel,"[""Free parking"",""Free Wifi"",""Family rooms"",""Airport shuttle"",""Free parking"",""Free Wifi"",""Family rooms"",""Airport shuttle""]",3,Estonia,Tallinn,176.65,8.351,Europe
